Var1,Var2,Var3,Var4,Var5,Var6
0.1,0.119925514085861,0.116689366698698,0.116206177701074,0.0320063567907237,0.00415803193240587
0.2,0.21692171034968,0.210766192229175,0.20984711213959,0.0337131073092121,0.00437976048473454
0.3,0.288346013007597,0.2798736691554,0.278608663936631,0.0349499148137788,0.0045404374756167
0.4,0.332101262043559,0.322141424506215,0.320654321682884,0.0356986935357628,0.00463771333418031
0.5,0.346840997843472,0.336368604913405,0.334804972471114,0.035949362649913,0.00467027843329243
0.6,0.332101262043559,0.322141424506215,0.320654321682884,0.0356986935357621,0.00463771333418014
0.7,0.288346013007596,0.2798736691554,0.278608663936631,0.0349499148137778,0.0045404374756163
0.8,0.21692171034968,0.210766192229174,0.20984711213959,0.0337131073092111,0.00437976048473441
0.9,0.11992551408586,0.116689366698698,0.116206177701074,0.0320063567907226,0.00415803193240563
